ObservedBy_Person_ID,Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Individual_ID,Phenophase_ID,Phenophase_Description,First_Yes_Year,First_Yes_Month,First_Yes_Day,First_Yes_DOY,First_Yes_Julian_Date,NumDays_Since_Prior_No,Last_Yes_Year,Last_Yes_Month,Last_Yes_Day,Last_Yes_DOY,Last_Yes_Julian_Date,NumDays_Until_Next_No
"'31978,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,471,Falling leaves,2016,11,3,308,2457696,3,2016,11,7,312,2457700,7
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,471,Falling leaves,2016,11,19,324,2457712,5,2016,11,19,324,2457712,1
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,8,20,233,2457621,4,2016,8,20,233,2457621,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,9,2,246,2457634,5,2016,9,2,246,2457634,3
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,9,8,252,2457640,3,2016,9,8,252,2457640,4
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,9,16,260,2457648,4,2016,9,16,260,2457648,4
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,9,24,268,2457656,4,2016,9,24,268,2457656,3
"'30821,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,10,2,276,2457664,5,2016,10,4,278,2457666,1
"'28810,25556,31240,26817,28846'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,10,7,281,2457669,2,2016,10,28,302,2457690,3
"'31240,25556,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,11,1,306,2457694,1,2016,11,7,312,2457700,7
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,471,Falling leaves,2016,11,19,324,2457712,1,2016,11,19,324,2457712,1
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,471,Falling leaves,2016,9,2,246,2457634,5,2016,9,2,246,2457634,3
"'31240,26817,28810,31680'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,471,Falling leaves,2016,10,15,289,2457677,10,2016,10,25,299,2457687,6
"'31240,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,471,Falling leaves,2016,11,1,306,2457694,1,2016,11,7,312,2457700,7
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,471,Falling leaves,2016,11,19,324,2457712,5,2016,11,19,324,2457712,1
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,471,Falling leaves,2016,7,14,196,2457584,2,2016,7,14,196,2457584,4
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,471,Falling leaves,2016,7,28,210,2457598,3,2016,7,28,210,2457598,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,471,Falling leaves,2016,8,7,220,2457608,5,2016,8,7,220,2457608,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,471,Falling leaves,2016,8,20,233,2457621,4,2016,8,20,233,2457621,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,471,Falling leaves,2016,9,2,246,2457634,5,2016,9,2,246,2457634,3
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,471,Falling leaves,2016,9,8,252,2457640,3,2016,9,8,252,2457640,4
"'25556,25505,30821,19414,26817,28810,28846,31680'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,471,Falling leaves,2016,9,16,260,2457648,4,2016,11,7,312,2457700,7
"'29483,25505,26490,29374,26817,29105'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,483,Leaves,2016,4,23,114,2457502,2,2016,4,28,119,2457507,1
"'30408,26490,29192,25505,26817,29374,28810'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,483,Leaves,2016,4,30,121,2457509,1,2016,5,17,138,2457526,4
"'30555,25505,30552,29192,30408,29483,28810,26490,30821,31726'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,483,Leaves,2016,5,23,144,2457532,2,2016,10,4,278,2457666,1
"'28810,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,483,Leaves,2016,10,7,281,2457669,2,2016,10,15,289,2457677,4
"'28810,31240,25505,31978'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,483,Leaves,2016,10,23,297,2457685,4,2016,11,3,308,2457696,4
"'29483,25505,26490'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,483,Leaves,2016,4,23,114,2457502,2,2016,4,24,115,2457503,1
"'29483,25505,30408,26490,29192,26817,29374,30555,30552,30821,31726'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,483,Leaves,2016,4,28,119,2457507,3,2016,10,4,278,2457666,1
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,483,Leaves,2016,10,10,284,2457672,5,2016,10,15,289,2457677,4
"'25505,31978'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,483,Leaves,2016,10,31,305,2457693,12,2016,11,7,312,2457700,6
"'29483,25505,26490,29105,29374,26817,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,483,Leaves,2016,4,23,114,2457502,2,2016,4,28,119,2457507,1
"'30408,26490,29192,25505,25556,29374,26817,28810,30552,29483,30821'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,483,Leaves,2016,4,30,121,2457509,1,2016,10,4,278,2457666,1
"'28810,25556,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,483,Leaves,2016,10,7,281,2457669,2,2016,10,15,289,2457677,4
"'28810,28846,31240,25556,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,483,Leaves,2016,10,23,297,2457685,4,2016,11,11,316,2457704,2
"'29483,25505,26490'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,483,Leaves,2016,4,23,114,2457502,2,2016,4,24,115,2457503,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,483,Leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,1
"'30408,26490,29192,25505,26817,29374,28810,30552,29483,30821'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,483,Leaves,2016,4,30,121,2457509,1,2016,10,4,278,2457666,1
"'28810,31240'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,483,Leaves,2016,10,7,281,2457669,2,2016,10,15,289,2457677,4
"'28810,31680,31240,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,483,Leaves,2016,10,23,297,2457685,4,2016,11,7,312,2457700,6
"'29483,25505,29105,29374,26817,25865,25556,28810,30408,29192,26490,30552'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,483,Leaves,2016,4,23,114,2457502,2,2016,6,3,155,2457543,4
"'29483,25556,25865,25505,28810,26490,19414,30821'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,483,Leaves,2016,6,8,160,2457548,1,2016,10,4,278,2457666,1
"'28810,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,483,Leaves,2016,10,7,281,2457669,2,2016,10,14,288,2457676,5
"'28810,31680,28846,25556,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,483,Leaves,2016,10,23,297,2457685,4,2016,11,4,309,2457697,3
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,483,Leaves,2016,11,11,316,2457704,4,2016,11,11,316,2457704,3
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,498,Colored leaves,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,498,Colored leaves,2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,498,Colored leaves,2016,9,27,271,2457659,3,2016,9,27,271,2457659,5
"'25505,26817,28810,31240,31978'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,498,Colored leaves,2016,10,4,278,2457666,2,2016,11,3,308,2457696,4
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,498,Colored leaves,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,498,Colored leaves,2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,498,Colored leaves,2016,9,2,246,2457634,5,2016,9,2,246,2457634,3
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,498,Colored leaves,2016,9,20,264,2457652,8,2016,9,20,264,2457652,4
"'25505,30821,26817,31240,31978'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,498,Colored leaves,2016,9,27,271,2457659,3,2016,11,7,312,2457700,6
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,498,Colored leaves,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,498,Colored leaves,2016,6,8,160,2457548,1,2016,6,8,160,2457548,1
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,498,Colored leaves,2016,8,20,233,2457621,4,2016,8,20,233,2457621,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,498,Colored leaves,2016,9,2,246,2457634,5,2016,9,2,246,2457634,3
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,498,Colored leaves,2016,9,8,252,2457640,3,2016,9,8,252,2457640,4
"'25556,25505,30821,26817,28810,31240,28846'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,498,Colored leaves,2016,9,16,260,2457648,4,2016,11,11,316,2457704,2
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,498,Colored leaves,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,498,Colored leaves,2016,4,28,119,2457507,3,2016,4,28,119,2457507,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,498,Colored leaves,2016,6,8,160,2457548,1,2016,6,8,160,2457548,5
"'28810,31240,26817,31680,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,498,Colored leaves,2016,10,7,281,2457669,2,2016,11,7,312,2457700,6
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,4,23,114,2457502,2,2016,4,23,114,2457502,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,4,28,119,2457507,1,2016,4,28,119,2457507,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,6,8,160,2457548,1,2016,6,8,160,2457548,1
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,7,14,196,2457584,2,2016,7,14,196,2457584,4
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,7,28,210,2457598,3,2016,7,28,210,2457598,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,8,7,220,2457608,5,2016,8,7,220,2457608,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,8,20,233,2457621,4,2016,8,20,233,2457621,2
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,9,2,246,2457634,5,2016,9,2,246,2457634,3
'25556',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,9,8,252,2457640,3,2016,9,8,252,2457640,4
"'25556,25505,30821,19414,26817,28810,31680,28846'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85764,498,Colored leaves,2016,9,16,260,2457648,4,2016,11,7,312,2457700,7
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,3,17,77,2457465,12,2016,3,17,77,2457465,2
"'29110,29483,29374'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,4,13,104,2457492,2,2016,4,18,109,2457497,1
"'29105,28810,29110,25505,29483,26817,26490,29374,30408'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,4,20,111,2457499,1,2016,4,30,121,2457509,1
"'25505,26817,26490,29374,29192,28810'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,17,138,2457526,4
"'30555,25505,30552'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,5,23,144,2457532,2,2016,5,26,147,2457535,3
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,5,30,151,2457539,1,2016,5,30,151,2457539,3
"'25505,29483'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,6,7,159,2457547,5,2016,6,13,165,2457553,6
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,6,21,173,2457561,2,2016,6,27,179,2457567,3
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,7,4,186,2457574,4,2016,7,4,186,2457574,3
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,7,12,194,2457582,5,2016,7,12,194,2457582,6
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,7,21,203,2457591,2,2016,7,21,203,2457591,4
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,8,21,234,2457622,5,2016,8,21,234,2457622,1
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,9,2,246,2457634,5,2016,9,2,246,2457634,3
'31240',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85759,500,Flowers or flower buds,2016,10,25,299,2457687,2,2016,10,25,299,2457687,6
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,3,17,77,2457465,15,2016,3,17,77,2457465,2
"'26490,28846,26817,29110,29483,29374'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,4,10,101,2457489,1,2016,4,14,105,2457493,4
"'29105,29110,25505,29483,26817,26490,29374'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,4,20,111,2457499,1,2016,4,25,116,2457504,3
"'25505,30408'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,4,29,120,2457508,1,2016,4,30,121,2457509,1
"'25505,26817,26490,29374,29192,30555,30552'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,30,151,2457539,3
"'25505,29483,26490'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,6,7,159,2457547,5,2016,7,12,194,2457582,6
"'30821,26490'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,7,19,201,2457589,1,2016,7,21,203,2457591,4
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85761,500,Flowers or flower buds,2016,9,2,246,2457634,11,2016,9,2,246,2457634,3
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,3,17,77,2457465,6,2016,3,17,77,2457465,1
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,4,10,101,2457489,1,2016,4,10,101,2457489,1
"'29110,29483,29374'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,4,13,104,2457492,2,2016,4,14,105,2457493,1
'29483',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,4,18,109,2457497,3,2016,4,18,109,2457497,1
"'28810,29105,25556,29110,25505,29483,26817,26490,29374,30408,29192,30552'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,4,20,111,2457499,1,2016,5,30,151,2457539,3
"'25505,29483,25556'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,6,7,159,2457547,5,2016,6,16,168,2457556,3
"'25505,25556,28810'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,6,21,173,2457561,2,2016,7,4,186,2457574,3
"'25556,25505'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,7,8,190,2457578,1,2016,7,14,196,2457584,4
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,7,21,203,2457591,3,2016,7,21,203,2457591,4
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,8,28,241,2457629,6,2016,8,28,241,2457629,8
'30821',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85762,500,Flowers or flower buds,2016,10,2,276,2457664,5,2016,10,2,276,2457664,2
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,3,17,77,2457465,15,2016,3,17,77,2457465,2
'26490',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,4,10,101,2457489,1,2016,4,10,101,2457489,1
"'29110,29483,29374'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,4,13,104,2457492,2,2016,4,14,105,2457493,4
"'29105,28810,29110,25505,29483,26490,29374,26817,30408'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,4,20,111,2457499,1,2016,4,30,121,2457509,1
"'25505,26817,26490,29374,29192,28810,30552'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,5,3,124,2457512,2,2016,5,26,147,2457535,3
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,5,30,151,2457539,1,2016,5,30,151,2457539,3
"'25505,29483'",20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,6,7,159,2457547,5,2016,6,13,165,2457553,6
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,6,21,173,2457561,2,2016,6,27,179,2457567,3
'25505',20206,42.301922,-71.123932,36,MA,97,Betula,alleghaniensis,yellow birch,Plantae,85763,500,Flowers or flower buds,2016,7,4,186,2457574,4,2016,7,4,186,2457574,3
